Título,URL,Procesado,Nota,Votos,Año,Reparto,Director,Compañías,Coproducción,Géneros,Premios,Presupuesto,Ingresos,Protagonistas
La gran aventura de Mortadelo y Filemón,https://www.filmaffinity.com/es/film719992.html,Sí,4.8,41801.0,2003-01-01,"['Pepe Viyuela', 'Benito Pocino', 'Paco Sagarzazu', 'Mariano Venancio', 'Janfri Topera', 'Berta Ojea', 'Dominique Pinon', 'María Isbert', 'Janusz Ziemniak', 'Emilio Gavira', 'German Montañer', 'Javier Aller', 'José Manuel Moya', 'Eduardo Gómez', 'Paco Hidalgo', 'Pablo Pinedo']",['Javier Fesser'],"['Sogecine', 'Películas Pendelton']",[],"['Comedia', 'Aventuras', 'Cómic', 'Espionaje']","['2003: 5 Premios Goya: Dir. de producción', 'dir. de arte', 'montaje', 'maquillaje y efectos esp.']",0.0,0.0,Pepe Viyuela
La dama de Beirut,https://www.filmaffinity.com/es/film607296.html,Sí,4.8,147.0,1965-01-01,"['Sara Montiel', 'Alain Saury', 'Fernand Gravey', 'Giancarlo Del Duca', 'Gemma Cuervo', 'Carlos Casaravilla', 'José Calvo', 'Magali Noël', 'Chonette Laurent', 'Mariano Azaña', 'Joaquín Díaz']",['Ladislao Vajda'],"['Producciones Balcázar', 'Luxor Films', 'Intercontinental Productions']",['España-Francia-Italia'],['Drama'],[],0.0,0.0,Sara Montiel
Los viajes escolares,https://www.filmaffinity.com/es/film750348.html,Sí,4.8,181.0,1974-01-01,"['Bruce Robinson', 'Maribel Martín', 'Lucía Bosé', 'Ramiro Oliveros', 'Laly Soldevila', 'Guillermina Motta', 'George Rigaud', 'Mirta Miller']",['Jaime Chávarri'],['Jaime Chávarri'],[],['Drama'],[],0.0,0.0,Bruce Robinson
La maldición de la bestia,https://www.filmaffinity.com/es/film263961.html,Sí,4.8,188.0,1975-01-01,"['Paul Naschy', 'Silvia Solar', 'Luis Induni', 'Ventura Ollé', 'José Castillo', 'Gil Vidal', 'Grace Mills', 'Juan Velilla', 'Verónica Miriel']",['Miguel Iglesias'],['Profilmes'],[],"['Terror', 'Hombres lobo', 'Monstruos']","['1975 Festival de Cine Fantástico de Sitges: Mejor actor (Paul Naschy)', '1975: Festival de Sitges. 1 premio. 2 nominaciones']",0.0,0.0,Paul Naschy
Alguien que cuide de mí,https://www.filmaffinity.com/es/film426562.html,Sí,4.8,193.0,2023-01-01,"['Aura Garrido', 'Emma Suárez', 'Magüi Mira', 'Pedro Mari Sánchez', 'Francesc Garrido', 'Víctor Clavijo', 'María Isabel Díaz', 'Carlos Olalla', 'Anastasia Russo']",['Daniela Féjerman'],"['Lo Que Nunca Te Dije', 'Tornasol Media', 'Movistar Plus+', 'RTVE']",[],"['Comedia', 'Drama']",['2023: Festival de Málaga: Sección oficial (fuera de concurso)'],0.0,0.0,Aura Garrido
"Paco, el seguro",https://www.filmaffinity.com/es/film147861.html,Sí,4.8,261.0,1979-01-01,"['Alfredo Landa', 'Christine Pascal', 'Jean Bouise', 'Patrick Dewaere', 'Jose Lifante', 'Eduardo Calvo', 'Ismael Merlo', 'George Rigaud']",['Didier Haudepin'],"['Bloody Mary Productions', 'Filmoblic', 'Lotus Films', 'Record', 'Tanagra']",['España-Francia'],"['Drama', 'Años 20']",[],0.0,0.0,Alfredo Landa
Puta y amada,https://www.filmaffinity.com/es/film624998.html,Sí,4.8,304.0,2018-01-01,"['Marc Ferrer', 'Adrià Arbona', 'Julia Betrián', 'Nausicaa Bonnín', 'Zaida Carmona', 'Laura Martinova', 'Jairo Morés', 'Karme Málaga', 'Gregorio Sanz', 'Yurena']",['Marc Ferrer'],['Películas inmundas'],[],['Comedia'],[],0.0,0.0,Marc Ferrer
Crimen imperfecto,https://www.filmaffinity.com/es/film272827.html,Sí,4.8,664.0,1970-01-01,"['Fernando Fernán Gómez', 'José Luis López Vázquez', 'Rosanna Yanni', 'Jesús Puente', 'George Rigaud', 'Gogó Rojo', 'Álvaro de Luna']",['Fernando Fernán Gómez'],"['Filmayer Producción', 'Pedro Masó']",[],"['Comedia', 'Parodia', 'Comedia absurda']",[],0.0,88206.0,Fernando Fernán Gómez
Animales heridos,https://www.filmaffinity.com/es/film836661.html,Sí,4.8,938.0,2006-01-01,"['José Coronado', 'Aitana Sánchez-Gijón', 'Cecilia Rossetto', 'Marc Cartes', 'Cristina Plazas', 'Patricia Arredondo', 'Gerardo Zamora', 'Aina Clotet', 'Francesc Albiol', 'Teresa Manresa', 'Paul Berrondo']",['Ventura Pons'],['Els Films de la Rambla'],[],"['Drama', 'Historias cruzadas']",[],0.0,0.0,José Coronado
Al este del oeste,https://www.filmaffinity.com/es/film488443.html,Sí,4.8,1261.0,1984-01-01,"['Fernando Esteso', 'Antonio Ozores', 'Conrado San Martín', 'Adriana Vega', 'Fernando Sancho', 'Francisco Camoiras', 'Pilar Bardem', 'África Prat', 'Luis Barbero', 'Víctor Israel', 'Emilio Fornet', 'Juanito Navarro']",['Mariano Ozores'],['Ízaro Films'],[],"['Western', 'Comedia', 'Comedia absurda', 'Parodia']",[],0.0,779997.0,Fernando Esteso
Los liantes,https://www.filmaffinity.com/es/film811856.html,Sí,4.8,1438.0,1981-01-01,"['Fernando Esteso', 'Andrés Pajares', 'Antonio Ozores', 'Marcia Bell', 'Loreta Tovar', 'Adriana Vega', 'Emiliano Redondo', 'Alfonso del Real']",['Mariano Ozores'],['Ízaro Films'],[],['Comedia'],[],0.0,0.0,Fernando Esteso
El calzonazos,https://www.filmaffinity.com/es/film756215.html,Sí,4.8,1661.0,1974-01-01,"['Paco Martínez Soria', 'Florinda Chico', 'Mari Carmen Prendes', 'María Kosty', 'Emilio Gutiérrez Caba', 'Luis Varela', 'Emilio Laguna', 'Guadalupe Muñoz Sampedro', 'Alfonso del Real', 'Antonio Ferrandis', 'Laly Soldevila']",['Mariano Ozores'],"['Filmayer Producción', 'Estudios Cinematográficos Roma']",[],['Comedia'],[],0.0,0.0,Paco Martínez Soria
La estación del olvido,https://www.filmaffinity.com/es/film802425.html,Sí,4.8,116.0,2009-01-01,"['Fermí Reixach', 'Nilo Mur', 'Katia Klein', 'Francesc Garrido', 'Belén Fabra', 'Teresa Manresa', 'Andreu Castro', 'Alba Ribas', 'Patricia Rodríguez', 'Rikar Gil', 'Gemma Julià', 'Rosario Plaza', 'Alberto Díaz', 'José Pedro García Balada', 'Jordi Sánchez']",['Christian Molina'],"['Canónigo Films', 'Televisión de Galicia (TVG)']",[],['Drama'],['2009: Premios Gaudí: Nominada a Mejor actor (Fermí Reixach)'],0.0,0.0,Fermí Reixach
Naufragio,https://www.filmaffinity.com/es/film421239.html,Sí,4.8,166.0,2010-01-01,"['Solo Turé', 'Kandido Uranga', 'Iñake Irastorza', 'Alex Merino', 'Julio Perillán', 'Ruth Armas', 'Ramón Barea', 'Charly Bravo', 'Jakob Dembele']",['Pedro Aguilera'],['Alokatu S.L'],[],"['Drama', 'Inmigración']",['2010: Festival de Sevilla: Mención especial'],0.0,0.0,Solo Turé
Colorín colorado,https://www.filmaffinity.com/es/film909521.html,Sí,4.8,225.0,1976-01-01,"['Mary Carrillo', 'Teresa Rabal', 'Juan Diego', 'José Sazatornil', 'Fiorella Faltoyano', 'Antonio Gamero', 'María Massip', 'Chus Lampreave', 'Petra Martínez', 'María Casal', 'José Manuel Cervino', 'Jesús Gago', 'Javier Gallifa']",['José Luis García Sánchez'],"['Luis Megino', 'Eco Films']",[],['Comedia'],[],0.0,0.0,Mary Carrillo
"Tatuaje, primera aventura de Pepe Carvalho",https://www.filmaffinity.com/es/film324384.html,Sí,4.8,227.0,1976-01-01,"['Carlos Ballesteros', 'Pilar Velázquez', 'Mónica Randall', 'Carmen Liaño', 'Carlos Lucena', 'Luis Ciges', 'Terele Pávez', 'Geert De Jong', 'Luis Induni', 'Consol Tura', 'Paquita Fernández', 'Jorge Ferrer', 'Juan Torres']",['Bigas Luna'],['Profilmar P.C'],[],['Intriga'],[],0.0,17280.0,Carlos Ballesteros
Iris,https://www.filmaffinity.com/es/film941514.html,Sí,4.8,251.0,2004-01-01,"['Silke', 'Ana Torrent', 'Ginés García Millán', 'Nacho Fresneda', 'Martirio', 'Mariana Cordero', 'Fermí Reixach', 'Mercé Pons', 'Paca Gabaldón', 'Abel Folk', 'Miquel Gelabert']",['Rosa Vergés'],['Ovideo'],[],['Drama'],['2004: Festival de Málaga: Nominada a la Biznaga de Oro'],0.0,0.0,Silke
Pradolongo,https://www.filmaffinity.com/es/film305900.html,Sí,4.8,556.0,2008-01-01,"['Rubén Riós', 'Tamara Canosa', 'Roberto Porto', 'Mela Casal', 'Rei Chao', 'Carlos Sante', 'Antonio Mourelos', 'Cristina Rodríguez', 'Laura Álvarez']",['Ignacio Vilar'],"['Via Láctea Filmes', 'Televisión de Galicia (TVG)']",[],['Drama'],[],0.0,0.0,Rubén Riós
Buscando a Eimish,https://www.filmaffinity.com/es/film358452.html,Sí,4.8,672.0,2012-01-01,"['Óscar Jaenada', 'Manuela Vellés', 'Emma Suárez', 'Jan Cornet', 'Carlos Leal', 'Clara Würnell', 'Roberto Hoyas', 'Birol Ünel']",['Ana Rodríguez Rosell'],['Jana Films'],[],['Drama'],['2012: Festival de Málaga: premio SIGNIS'],0.0,0.0,Óscar Jaenada
Atolladero,https://www.filmaffinity.com/es/film719181.html,Sí,4.8,745.0,1995-01-01,"['Pere Ponce', 'Joaquín Hinojosa', 'Iggy Pop', 'Carlos Lucas', 'Ion Gabella', 'Horacio Altuna', 'Ariadna Gil', 'Félix Rotaeta', 'Pep Molina', 'Emilio Muñoz', 'Mónica Van Campen', 'Mercé Pons']",['Óscar Aibar'],['FDG'],[],"['Ciencia ficción', 'Western', 'Western futurista']",[],0.0,0.0,Pere Ponce
Centauro,https://www.filmaffinity.com/es/film369196.html,Sí,4.8,1300.0,2022-01-01,"['Àlex Monner', 'Begoña Vargas', 'Carlos Bardem', 'Pedro Casablanc', 'Édgar Vittorino', 'Patricia Vico', 'David Cruz Barje', 'Adrián Garín', 'Sebastián Ciontescu', 'Dollar Selmouni']",['Daniel Calparsoro'],"['Borsalino Productions', 'Netflix']",[],"['Acción', 'Thriller', 'Crimen', 'Remake', 'Motos']",[],0.0,0.0,Àlex Monner
El último cuplé,https://www.filmaffinity.com/es/film434598.html,Sí,4.8,1334.0,1957-01-01,"['Sara Montiel', 'Armando Calvo', 'Enrique Vera', 'Julia Martínez', 'Alfredo Mayo', 'Matilde Muñoz Sampedro', 'José Moreno']",['Juan de Orduña'],['Producciones Orduña Films'],[],"['Musical', 'Drama', 'Romance']",[],0.0,0.0,Sara Montiel
No-Do,https://www.filmaffinity.com/es/film481940.html,Sí,4.8,1398.0,2009-01-01,"['Ana Torrent', 'Fran Boira', 'Héctor Colomé', 'Rocío Muñoz-Cobo', 'Francisco Casares', 'Julio Perillán']",['Elio Quiroga'],['Eqlipse P.C'],[],"['Terror', 'Intriga']",[],0.0,0.0,Ana Torrent
Zipi y Zape y la isla del capitán,https://www.filmaffinity.com/es/film775224.html,Sí,4.8,1430.0,2016-01-01,"['Teo Planell', 'Toni Gómez', 'Elena Anaya', 'Iria Castellano', 'Máximo Pastor', 'Ana Blanco de Córdova', 'Fermí Reixach', 'Jorge Bosch', 'Carolina Lapausa', 'Goizalde Núñez', 'Juan Codina']",['Oskar Santos'],"['Zeta Cinema', 'Atresmedia Cine', 'Kowalski Films', 'Mod Producciones']",[],"['Comedia', 'Aventuras', 'Cine familiar', 'Secuela', 'Cómic']",[],0.0,0.0,Teo Planell
Xtremo,https://www.filmaffinity.com/es/film667197.html,Sí,4.8,1643.0,2021-01-01,"['Teo García', 'Óscar Jaenada', 'Óscar Casas', 'Andrea Duro', 'Juan Diego', 'Alberto Jo Lee', 'Sergio Peris-Mencheta', 'Luis Zahera', 'Nao Albet', 'Jose Álvarez-Boze', 'Isa Montalbán', 'Iván Valentín', 'César Bandera']",['Daniel Benmayor'],"['Showrunner Films', 'Netflix']",[],"['Thriller', 'Acción', 'Artes marciales', 'Venganza']",[],0.0,0.0,Teo García
Ha llegado un ángel,https://www.filmaffinity.com/es/film679148.html,Sí,4.8,2552.0,1961-01-01,"['Pepa Flores ""Marisol""', 'Isabel Garcés', 'José Marco Davó', 'Carlos Larrañaga', 'Jesús Puente', 'Ana María Custodio', 'Cesáreo Quezadas ""Pulgarcito""', 'Francisco Camoiras', 'José María Tasso']",['Luis Lucia'],['Producciones Benito Perojo'],[],"['Drama', 'Familia']",[],0.0,0.0,"Pepa Flores ""Marisol"""
Las edades de Lulú,https://www.filmaffinity.com/es/film742352.html,Sí,4.8,8696.0,1990-01-01,"['Francesca Neri', 'Óscar Ladoire', 'Javier Bardem', 'Fernando Guillén Cuervo', 'María Barranco', 'Pilar Bardem', 'Rosana Pastor', 'Juan Graell', 'Rodrigo Valverde', 'Pepa Serrano', 'Marta May', 'Juan Sala', 'Leonor Bruna']",['Bigas Luna'],"['Iberoamericana Films', 'Apricot Films']",[],"['Drama', 'Erótico']",['1990: Premios Goya: Mejor actriz de reparto (María Barranco). 2 nominaciones'],0.0,0.0,Francesca Neri
Los invitados,https://www.filmaffinity.com/es/film965425.html,Sí,4.7,171.0,1987-01-01,"['Amparo Muñoz', 'Pablo Carbonell', 'Raúl Fraire', 'Lola Flores', 'Pedro Reyes', 'Sonia Martínez', 'Idilio Cardoso', 'Antonio Somoza', 'María Luisa Borruel', 'Ignacio del Amo', 'Mabel Escaño']",['Víctor Alcázar'],"['Impala', 'Víctor Alcázar']",[],"['Drama', 'Drogas']",['1987: Nominada al Goya a la mejor música original'],0.0,256910.0,Amparo Muñoz
Las señoritas de mala compañía,https://www.filmaffinity.com/es/film208506.html,Sí,4.7,238.0,1973-01-01,"['Concha Velasco', 'Isabel Garcés', 'Esperanza Roy', 'José Luis López Vázquez', 'Manolo Gómez Bur', 'María Luisa San José', 'Marisa Medina', 'José Sazatornil', 'Juanito Navarro', 'Ismael Merlo', 'María Luisa Ponte', 'Mari Carmen Prendes', 'Tota Alba']",['José Antonio Nieves Conde'],['José Frade P.C.'],[],"['Comedia', 'Prostitución']",[],0.0,0.0,Concha Velasco
Family Tour,https://www.filmaffinity.com/es/film250529.html,Sí,4.7,344.0,2013-01-01,"['Nuria Gago', 'Antonia Expósito', 'Noemí Torres', 'Manuel Torres', 'Noé Blancafort', 'Marçal Cerbián', 'Joana Serrat']",['Liliana Torres'],"['Escándalo Films', 'Family Tour SCP', 'Figa Films']",[],"['Comedia', 'Biográfico']",[],0.0,0.0,Nuria Gago
Las manos vacías,https://www.filmaffinity.com/es/film803592.html,Sí,4.7,385.0,2003-01-01,"['Eduardo Noriega', 'Dominique Marcas', 'Jérémie Lippmann', 'El Verd', 'Olivier Gourmet', 'Jeanne Favre', 'Sébastien Viala', 'Eulàlia Ramon', 'Mireille Perrier', 'Mireia Ros', 'Luis Hostalot', 'David Recha']",['Marc Recha'],['Eddie Saeta S.A'],['España-Francia'],['Drama'],[],0.0,0.0,Eduardo Noriega
El padre de la criatura,https://www.filmaffinity.com/es/film646353.html,Sí,4.7,1879.0,1972-01-01,"['Paco Martínez Soria', 'Florinda Chico', 'José Sacristán', 'María José Goyanes', 'Mary Paz Pondal', 'Rafael López Somoza', 'Rafaela Aparicio', 'Antonio Ferrandis', 'Mirta Miller', 'Manuel Zarzo', 'María Luisa Ponte', 'Ricardo Merino', 'Carmen Martínez Sierra']",['Pedro Lazaga'],"['Filmayer Producción', 'Estudios Cinematográficos Roma']",[],['Comedia'],[],0.0,0.0,Paco Martínez Soria
El abuelo tiene un plan,https://www.filmaffinity.com/es/film358495.html,Sí,4.7,1897.0,1973-01-01,"['Paco Martínez Soria', 'Isabel Garcés', 'José Sacristán', 'Maruja Bustos', 'Manuel Zarzo', 'Elvira Quintilla', 'Guadalupe Muñoz Sampedro', 'Belinda Corel', 'Emilio Laguna']",['Pedro Lazaga'],"['Estudios Roma', 'Filmayer Producción']",[],['Comedia'],[],0.0,0.0,Paco Martínez Soria
"El bosque animado, sentirás su magia",https://www.filmaffinity.com/es/film998226.html,Sí,4.7,2316.0,2001-01-01,['No se encontró información de reparto'],['Ángel de la Cruz'],['Dygra Films S.L'],[],"['Animación', 'Infantil', 'Fantástico', 'Naturaleza']","['2001: 2 premios Goya: Mejor película de animación', 'Canción Original.']",3747230.0,482902.0,No se encontró información de reparto
Águila roja. La película,https://www.filmaffinity.com/es/film442163.html,Sí,4.7,2779.0,2011-01-01,"['David Janer', 'Javier Gutiérrez', 'Inma Cuesta', 'Martina Klein', 'Francis Lorenzo', 'Pepa Aniorte', 'Antonio Molero', 'Xabier Elorriaga', 'William Miller', 'Stany Coppet', 'Roberto Álamo', 'Mariano Peña', 'José Ángel Egido']",['José Ramón Ayerra'],"['Globomedia', 'RTVE', 'Versátil Cinema']",[],"['Aventuras', 'Histórico', 'Siglo XVII', 'Capa y espada']",[],8538460.0,3716598.0,David Janer
El club de los suicidas,https://www.filmaffinity.com/es/film877164.html,Sí,4.7,4066.0,2007-01-01,"['Fernando Tejero', 'Lucía Jiménez', 'Luis Callejo', 'Juan Manuel Cifuentes', 'Cristina Alcázar', 'Clara Lago', 'Alberto Jo Lee', 'Manuela Velasco']",['Roberto Santiago'],['Tornasol Films'],[],"['Drama', 'Comedia']",[],0.0,0.0,Fernando Tejero
Ninette,https://www.filmaffinity.com/es/film988216.html,Sí,4.7,6461.0,2005-01-01,"['Elsa Pataky', 'Carlos Hipólito', 'Enrique Villén', 'Beatriz Carvajal', 'Mar Regueras', 'Miguel Rellán', 'Fernando Delgado']",['José Luis Garci'],"['Nickel Odeon Dos', 'PC29']",[],"['Comedia', 'Drama', 'Remake']",['2005: Goya Mejor dirección artística'],0.0,0.0,Elsa Pataky
Con la vida hicieron fuego,https://www.filmaffinity.com/es/film628511.html,Sí,4.7,111.0,1958-01-01,"['Ana Mariscal', 'George Rigaud', 'Roberto Rey', 'Ángel Aranda', 'José María Lado', 'Raúl Cancio', 'Malila Sandoval', 'Nicolás Perchicot', 'Adela Carboné', 'Rafael Bardem', 'Manuel Requena']",['Ana Mariscal'],['Bosco Films'],[],"['Drama', 'Romance', 'Drama romántico', 'Guerra Civil Española']",[],0.0,0.0,Ana Mariscal
Vaya luna de miel,https://www.filmaffinity.com/es/film535796.html,Sí,4.7,115.0,1980-01-01,"['Lina Romay', 'Emilio Álvarez', 'Max H. Boulois', 'Susy Boulois', 'Oscar Martínez', 'Antonio Mayans', 'Marisol Garcia A.', 'Antônio do Cabo', 'Ana María Rossiers']",['Jesús Franco'],"['Magna Films', 'Filmoteca Española']",[],"['Aventuras', 'Comedia']",[],0.0,0.0,Lina Romay
El hincha,https://www.filmaffinity.com/es/film958060.html,Sí,4.7,119.0,1958-01-01,"['Ángel de Andrés', 'Mary Santpere', 'Antonio Riquelme', 'Licia Calderón', 'María Luisa Rolando', 'Ricardo B. Arévalo', 'Pastor Serrador', 'Pedro Beltrán', 'Mercedes Barranco', 'Francisco Bernal', 'Félix Briones', 'Mario Berriatúa', 'Modesto Blanch', 'José Calvo', 'José María Tasso', 'Cristina Galbó']",['José María Elorrieta'],['Ansara Films'],[],"['Comedia', 'Deporte', 'Fútbol']",[],0.0,0.0,Ángel de Andrés
Zalamero,https://www.filmaffinity.com/es/film241890.html,Sí,4.7,131.0,2020-01-01,"['Isabel Gigorro', 'Javier Mendo', 'Jon Muñoz', 'Malena Casado']",['Diego Lillo'],['Superglu Films'],[],"['Drama', 'Mediometraje']",[],0.0,0.0,Isabel Gigorro
Nobleza baturra,https://www.filmaffinity.com/es/film215523.html,Sí,4.7,273.0,1965-01-01,"['Alfonso de Córdoba', 'Pedro Azorín', 'Margarita Esteban', 'Joaquín Bergía', 'Irán Eory', 'Alfredo Landa', 'Manuel Arbó', 'Antonio Canal', 'Julia Caba Alba', 'Julia Delgado Caro', 'Vicente Parra']",['Juan de Orduña'],"['Cesáreo González P.C', 'Juan de Orduña P.C.']",[],"['Comedia', 'Musical', 'Drama', 'Celos', 'Venganza', 'Remake']",[],0.0,0.0,Alfonso de Córdoba
Dragon Hill: La colina del dragón,https://www.filmaffinity.com/es/film799542.html,Sí,4.7,280.0,2002-01-01,['No se encontró información de reparto'],['Ángel Izquierdo'],['Milimetros Feature Animation'],[],"['Animación', 'Fantástico', 'Fantasía medieval', 'Dragones']",['2002: Goya: Mejor película de animación'],0.0,0.0,No se encontró información de reparto
Un rayo de luz,https://www.filmaffinity.com/es/film911223.html,Sí,4.7,3156.0,1960-01-01,"['Pepa Flores ""Marisol""', 'Anselmo Duarte', 'María Mahor', 'Julio Sanjuán', 'María del Valle', 'Joaquín Roa', 'Pilar Sanclemente', 'María Isbert', 'Pilar Sala', 'Antonio Molino Rojo', 'José Cuenca', 'Antonio Vela']",['Luis Lucia'],"['Guión Producciones Cinematográficas', 'Producciones Benito Perojo']",[],"['Comedia', 'Musical']",[],0.0,0.0,"Pepa Flores ""Marisol"""
Contra el viento,https://www.filmaffinity.com/es/film701899.html,Sí,4.7,123.0,1990-01-01,"['Antonio Banderas', 'Emma Suárez', 'Bruce McGuire', 'Rosario Flores', 'Rafael Díaz', 'Germán Cobos', 'Patricia Palacios', 'Queta Claver', 'Pilar Bardem', 'Carmen Balagué', 'Estanis González', 'Antonio Guerrero', 'Francisco Guijar']",['Paco Periñán'],['Cartel'],[],"['Drama', 'Romance']",['1990: Premios Goya: Nominada a mejor director novel y actriz de reparto (Rosario Flores)'],0.0,0.0,Antonio Banderas
La saga de los Drácula,https://www.filmaffinity.com/es/film728942.html,Sí,4.7,137.0,1973-01-01,"['Tina Sáinz', 'Tony Isbert', 'Narciso Ibáñez Menta', 'Helga Liné', 'María Kosty', 'J.J. Paladino', 'Heinrich Starhemberg', 'Mimí Muñoz', 'Betsabé Ruiz']",['León Klimovsky'],['Profilmes'],[],"['Terror', 'Vampiros']",['1973: Sitges: Sección competitiva'],0.0,0.0,Tina Sáinz
Encontrados en NYC,https://www.filmaffinity.com/es/film744499.html,Sí,4.7,159.0,2013-01-01,"['Héctor González', 'Tappy', 'Óscar Ibáñez', 'Sally Greenland', 'Andrea Dueso', 'Pep Muñoz']",['Daniel Zarandieta'],['AFilm'],[],"['Comedia', 'Romance']",[],20000.0,0.0,Héctor González
Pasaje al amanecer,https://www.filmaffinity.com/es/film653258.html,Sí,4.7,172.0,2017-01-01,"['Elvira Mínguez', 'Lola Herrera', 'Nicolás Coronado', 'Andrea Duro', 'Ruth Díaz', 'Carles Francino', 'Antonio Valero', 'Pol Monen', 'Iria Calero', 'Anett Duran', 'Sergi Méndez']",['Andreu Castro'],"['Art Media Producciones', 'La Fabrica de la tele']",[],"['Drama', 'Periodismo']",[],0.0,0.0,Elvira Mínguez
Nosotros no nos mataremos con pistolas,https://www.filmaffinity.com/es/film808865.html,Sí,4.7,348.0,2022-01-01,"['Ingrid García Jonsson', 'Elena Martín', 'Joe Manjón', 'Lorena López', 'Carlos Troya', 'Carlos Gorbe', 'Román Méndez de Hevia', 'Lola Moltó', 'Antonio Escámez', 'Paula Muñoz', 'Ana Babiloni', 'Carles Soler', 'Andrea Olesa']",['María Ripoll'],"['Turanga Films', 'À Punt', 'Un Capricho de Producciones', 'TV3', 'Filmax']",[],"['Drama', 'Comedia', 'Amistad']","['2022: Festival de Málaga: Sección oficial', '2022: Premios Gaudí: Nominada a mejor película y mejor guion adaptado']",0.0,0.0,Ingrid García Jonsson
Los chicos del Preu,https://www.filmaffinity.com/es/film724388.html,Sí,4.7,610.0,1967-01-01,"['María José Goyanes', 'Emilio Gutiérrez Caba', 'Cristina Galbó', 'Rafaela Aparicio', 'Óscar Monzón', 'Karina', 'José Luis López Vázquez', 'José Orjas', 'Alberto Closas', 'Camilo Sesto', 'Mary Carrillo', 'Erasmo Pascual', 'Margot Cottens']",['Pedro Lazaga'],"['C.B. Films Producción S.A', 'Pedro Masó']",[],"['Comedia', 'Adolescencia', 'Colegios & Universidad']",[],0.0,0.0,María José Goyanes
